"x","year","month","country"
Inf,2015,7,"United Kingdom of Great Britain and Northern Ireland"
Inf,2015,8,"United Kingdom of Great Britain and Northern Ireland"
Inf,2015,8,"United Kingdom of Great Britain and Northern Ireland"
Inf,2015,8,"United Kingdom of Great Britain and Northern Ireland"
Inf,2015,8,"United Kingdom of Great Britain and Northern Ireland"
Inf,2015,8,"United Kingdom of Great Britain and Northern Ireland"
Inf,2015,8,"United Kingdom of Great Britain and Northern Ireland"
Inf,2015,8,"United Kingdom of Great Britain and Northern Ireland"
Inf,2015,8,"United Kingdom of Great Britain and Northern Ireland"
Inf,2015,9,"United Kingdom of Great Britain and Northern Ireland"
Inf,2015,12,"United Kingdom of Great Britain and Northern Ireland"
Inf,2014,2,"United Kingdom of Great Britain and Northern Ireland"
Inf,2014,3,"France"
Inf,2014,3,"Ireland"
Inf,2014,3,"France"
Inf,2014,3,"France"
Inf,2014,3,"France"
Inf,2014,3,"France"
Inf,2014,3,"United Kingdom of Great Britain and Northern Ireland"
Inf,2014,3,"France"
Inf,2014,3,"France"
Inf,2014,3,"France"
Inf,2014,3,"Ireland"
Inf,2014,3,"United Kingdom of Great Britain and Northern Ireland"
Inf,2014,5,"United Kingdom of Great Britain and Northern Ireland"
Inf,2014,5,"United Kingdom of Great Britain and Northern Ireland"
Inf,2014,5,"United Kingdom of Great Britain and Northern Ireland"
Inf,2014,6,"United Kingdom of Great Britain and Northern Ireland"
Inf,2014,6,"United Kingdom of Great Britain and Northern Ireland"
Inf,2014,6,"United Kingdom of Great Britain and Northern Ireland"
Inf,2014,6,"United Kingdom of Great Britain and Northern Ireland"
Inf,2014,6,"United Kingdom of Great Britain and Northern Ireland"
Inf,2014,7,"United Kingdom of Great Britain and Northern Ireland"
Inf,2014,9,"United Kingdom of Great Britain and Northern Ireland"
Inf,2014,9,"United Kingdom of Great Britain and Northern Ireland"
Inf,2013,2,"France"
Inf,2013,2,"France"
Inf,2013,2,"France"
Inf,2013,2,"France"
Inf,2013,2,"France"
Inf,2013,2,"France"
Inf,2013,2,"France"
Inf,2013,2,"France"
Inf,2013,2,"France"
Inf,2013,2,"France"
Inf,2013,2,"France"
Inf,2013,2,"France"
Inf,2013,2,"France"
Inf,2013,2,"France"
Inf,2013,2,"France"
Inf,2013,2,"France"
Inf,2013,3,"United Kingdom of Great Britain and Northern Ireland"
Inf,2013,5,"United Kingdom of Great Britain and Northern Ireland"
Inf,2013,5,"United Kingdom of Great Britain and Northern Ireland"
Inf,2013,5,"United Kingdom of Great Britain and Northern Ireland"
Inf,2013,5,"United Kingdom of Great Britain and Northern Ireland"
Inf,2013,5,"United Kingdom of Great Britain and Northern Ireland"
Inf,2013,5,"United Kingdom of Great Britain and Northern Ireland"
Inf,2013,5,"United Kingdom of Great Britain and Northern Ireland"
Inf,2013,5,"United Kingdom of Great Britain and Northern Ireland"
Inf,2013,5,"Norway"
Inf,2013,6,"United Kingdom of Great Britain and Northern Ireland"
Inf,2013,6,"United Kingdom of Great Britain and Northern Ireland"
Inf,2013,8,"United Kingdom of Great Britain and Northern Ireland"
Inf,2013,8,"United Kingdom of Great Britain and Northern Ireland"
Inf,2013,8,"United Kingdom of Great Britain and Northern Ireland"
Inf,2013,8,"United Kingdom of Great Britain and Northern Ireland"
Inf,2013,8,"United Kingdom of Great Britain and Northern Ireland"
Inf,2013,8,"United Kingdom of Great Britain and Northern Ireland"
Inf,2013,8,"United Kingdom of Great Britain and Northern Ireland"
Inf,2013,8,"United Kingdom of Great Britain and Northern Ireland"
Inf,2013,8,"United Kingdom of Great Britain and Northern Ireland"
Inf,2013,8,"United Kingdom of Great Britain and Northern Ireland"
Inf,2013,8,"United Kingdom of Great Britain and Northern Ireland"
Inf,2013,8,"United Kingdom of Great Britain and Northern Ireland"
Inf,2013,8,"United Kingdom of Great Britain and Northern Ireland"
Inf,2013,8,"United Kingdom of Great Britain and Northern Ireland"
Inf,2013,8,"United Kingdom of Great Britain and Northern Ireland"
Inf,2013,8,"United Kingdom of Great Britain and Northern Ireland"
Inf,2013,8,"United Kingdom of Great Britain and Northern Ireland"
Inf,2013,8,"United Kingdom of Great Britain and Northern Ireland"
Inf,2013,8,"United Kingdom of Great Britain and Northern Ireland"
Inf,2013,9,"United Kingdom of Great Britain and Northern Ireland"
Inf,2013,9,"United Kingdom of Great Britain and Northern Ireland"
Inf,2013,9,"United Kingdom of Great Britain and Northern Ireland"
Inf,2013,9,"United Kingdom of Great Britain and Northern Ireland"
Inf,2013,9,"Norway"
Inf,2013,10,"Norway"
Inf,2013,12,"United Kingdom of Great Britain and Northern Ireland"
Inf,2013,12,"United Kingdom of Great Britain and Northern Ireland"
Inf,2012,3,"France"
Inf,2012,3,"France"
Inf,2012,3,"France"
Inf,2012,3,"France"
Inf,2012,3,"France"
Inf,2012,3,"France"
Inf,2012,3,"United Kingdom of Great Britain and Northern Ireland"
Inf,2012,3,"France"
Inf,2012,3,"France"
Inf,2012,3,"France"
Inf,2012,3,"France"
Inf,2012,3,"France"
Inf,2012,4,"United Kingdom of Great Britain and Northern Ireland"
Inf,2012,5,"United Kingdom of Great Britain and Northern Ireland"
Inf,2012,5,"United Kingdom of Great Britain and Northern Ireland"
Inf,2012,7,"United Kingdom of Great Britain and Northern Ireland"
Inf,2012,7,"United Kingdom of Great Britain and Northern Ireland"
Inf,2012,8,"United Kingdom of Great Britain and Northern Ireland"
Inf,2012,8,"United Kingdom of Great Britain and Northern Ireland"
Inf,2012,9,"United Kingdom of Great Britain and Northern Ireland"
Inf,2012,9,"United Kingdom of Great Britain and Northern Ireland"
Inf,2012,9,"United Kingdom of Great Britain and Northern Ireland"
Inf,2012,9,"United Kingdom of Great Britain and Northern Ireland"
Inf,2012,9,"United Kingdom of Great Britain and Northern Ireland"
Inf,2012,9,"United Kingdom of Great Britain and Northern Ireland"
Inf,2012,11,"United Kingdom of Great Britain and Northern Ireland"
Inf,2012,12,"United Kingdom of Great Britain and Northern Ireland"
Inf,2011,3,"United Kingdom of Great Britain and Northern Ireland"
Inf,2011,3,"France"
Inf,2011,3,"United Kingdom of Great Britain and Northern Ireland"
Inf,2011,5,"Norway"
Inf,2011,5,"Norway"
Inf,2011,6,"United Kingdom of Great Britain and Northern Ireland"
Inf,2011,8,"United Kingdom of Great Britain and Northern Ireland"
Inf,2011,8,"United Kingdom of Great Britain and Northern Ireland"
Inf,2011,8,"United Kingdom of Great Britain and Northern Ireland"
Inf,2011,8,"United Kingdom of Great Britain and Northern Ireland"
Inf,2011,8,"United Kingdom of Great Britain and Northern Ireland"
Inf,2011,9,"Ireland"
Inf,2011,9,"Ireland"
Inf,2011,9,"Ireland"
Inf,2011,9,"Ireland"
Inf,2011,9,"Ireland"
Inf,2011,9,"Ireland"
Inf,2011,9,"Norway"
Inf,2010,3,"United Kingdom of Great Britain and Northern Ireland"
Inf,2010,3,"United Kingdom of Great Britain and Northern Ireland"
Inf,2010,3,"United Kingdom of Great Britain and Northern Ireland"
Inf,2010,4,"United Kingdom of Great Britain and Northern Ireland"
Inf,2010,4,"United Kingdom of Great Britain and Northern Ireland"
Inf,2010,4,"United Kingdom of Great Britain and Northern Ireland"
Inf,2010,4,"France"
Inf,2010,4,"United Kingdom of Great Britain and Northern Ireland"
Inf,2010,4,"United Kingdom of Great Britain and Northern Ireland"
Inf,2010,4,"United Kingdom of Great Britain and Northern Ireland"
Inf,2010,5,"Ireland"
Inf,2010,5,"Ireland"
Inf,2010,6,"United Kingdom of Great Britain and Northern Ireland"
Inf,2010,8,"United Kingdom of Great Britain and Northern Ireland"
Inf,2010,9,"United Kingdom of Great Britain and Northern Ireland"
Inf,2010,9,"United Kingdom of Great Britain and Northern Ireland"
Inf,2010,11,"United Kingdom of Great Britain and Northern Ireland"
Inf,2010,11,"United Kingdom of Great Britain and Northern Ireland"
Inf,2010,11,"United Kingdom of Great Britain and Northern Ireland"
Inf,2010,11,"United Kingdom of Great Britain and Northern Ireland"
Inf,2010,11,"United Kingdom of Great Britain and Northern Ireland"
Inf,2010,11,"United Kingdom of Great Britain and Northern Ireland"
Inf,2010,11,"United Kingdom of Great Britain and Northern Ireland"
Inf,2010,11,"United Kingdom of Great Britain and Northern Ireland"
Inf,2010,11,"United Kingdom of Great Britain and Northern Ireland"
Inf,2010,11,"United Kingdom of Great Britain and Northern Ireland"
Inf,2010,11,"United Kingdom of Great Britain and Northern Ireland"
Inf,2010,11,"United Kingdom of Great Britain and Northern Ireland"
Inf,2010,11,"United Kingdom of Great Britain and Northern Ireland"
Inf,2010,11,"United Kingdom of Great Britain and Northern Ireland"
Inf,2010,11,"United Kingdom of Great Britain and Northern Ireland"
Inf,2010,11,"United Kingdom of Great Britain and Northern Ireland"
Inf,2009,2,"United Kingdom of Great Britain and Northern Ireland"
Inf,2009,2,"United Kingdom of Great Britain and Northern Ireland"
Inf,2009,3,"United Kingdom of Great Britain and Northern Ireland"
Inf,2009,4,"Ireland"
Inf,2009,5,"United Kingdom of Great Britain and Northern Ireland"
Inf,2009,5,"United Kingdom of Great Britain and Northern Ireland"
Inf,2009,5,"United Kingdom of Great Britain and Northern Ireland"
Inf,2009,5,"United Kingdom of Great Britain and Northern Ireland"
Inf,2009,7,"United Kingdom of Great Britain and Northern Ireland"
Inf,2009,7,"United Kingdom of Great Britain and Northern Ireland"
Inf,2009,7,"United Kingdom of Great Britain and Northern Ireland"
Inf,2009,7,"United Kingdom of Great Britain and Northern Ireland"
Inf,2009,7,"United Kingdom of Great Britain and Northern Ireland"
Inf,2009,7,"United Kingdom of Great Britain and Northern Ireland"
Inf,2009,7,"United Kingdom of Great Britain and Northern Ireland"
Inf,2009,7,"United Kingdom of Great Britain and Northern Ireland"
Inf,2009,7,"United Kingdom of Great Britain and Northern Ireland"
Inf,2009,7,"United Kingdom of Great Britain and Northern Ireland"
Inf,2009,7,"United Kingdom of Great Britain and Northern Ireland"
Inf,2009,8,"United Kingdom of Great Britain and Northern Ireland"
Inf,2009,8,"United Kingdom of Great Britain and Northern Ireland"
Inf,2009,8,"United Kingdom of Great Britain and Northern Ireland"
Inf,2009,9,"United Kingdom of Great Britain and Northern Ireland"
Inf,2009,9,"United Kingdom of Great Britain and Northern Ireland"
Inf,2009,9,"United Kingdom of Great Britain and Northern Ireland"
Inf,2009,9,"United Kingdom of Great Britain and Northern Ireland"
Inf,2009,9,"United Kingdom of Great Britain and Northern Ireland"
Inf,2009,9,"United Kingdom of Great Britain and Northern Ireland"
Inf,2009,9,"United Kingdom of Great Britain and Northern Ireland"
Inf,2009,9,"United Kingdom of Great Britain and Northern Ireland"
Inf,2009,9,"United Kingdom of Great Britain and Northern Ireland"
Inf,2009,9,"United Kingdom of Great Britain and Northern Ireland"
Inf,2008,4,"United Kingdom of Great Britain and Northern Ireland"
Inf,2008,4,"United Kingdom of Great Britain and Northern Ireland"
Inf,2008,4,"United Kingdom of Great Britain and Northern Ireland"
Inf,2008,4,"United Kingdom of Great Britain and Northern Ireland"
Inf,2008,4,"United Kingdom of Great Britain and Northern Ireland"
Inf,2008,4,"United Kingdom of Great Britain and Northern Ireland"
Inf,2008,4,"United Kingdom of Great Britain and Northern Ireland"
Inf,2008,4,"United Kingdom of Great Britain and Northern Ireland"
Inf,2008,4,"United Kingdom of Great Britain and Northern Ireland"
Inf,2008,5,"United Kingdom of Great Britain and Northern Ireland"
Inf,2008,6,"United Kingdom of Great Britain and Northern Ireland"
Inf,2008,6,"United Kingdom of Great Britain and Northern Ireland"
Inf,2008,6,"United Kingdom of Great Britain and Northern Ireland"
Inf,2008,6,"United Kingdom of Great Britain and Northern Ireland"
Inf,2008,6,"United Kingdom of Great Britain and Northern Ireland"
Inf,2008,8,"United Kingdom of Great Britain and Northern Ireland"
Inf,2008,8,"United Kingdom of Great Britain and Northern Ireland"
Inf,2008,9,"United Kingdom of Great Britain and Northern Ireland"
Inf,2008,12,"Norway"
Inf,2008,12,"Norway"
Inf,2007,3,"Netherlands"
Inf,2007,4,"United Kingdom of Great Britain and Northern Ireland"
Inf,2007,4,"United Kingdom of Great Britain and Northern Ireland"
Inf,2007,4,"United Kingdom of Great Britain and Northern Ireland"
Inf,2007,4,"United Kingdom of Great Britain and Northern Ireland"
Inf,2007,5,"United Kingdom of Great Britain and Northern Ireland"
Inf,2007,5,"United Kingdom of Great Britain and Northern Ireland"
Inf,2007,5,"United Kingdom of Great Britain and Northern Ireland"
Inf,2007,5,"United Kingdom of Great Britain and Northern Ireland"
Inf,2007,5,"United Kingdom of Great Britain and Northern Ireland"
Inf,2007,7,"United Kingdom of Great Britain and Northern Ireland"
Inf,2007,8,"United Kingdom of Great Britain and Northern Ireland"
Inf,2007,8,"United Kingdom of Great Britain and Northern Ireland"
Inf,2007,8,"United Kingdom of Great Britain and Northern Ireland"
Inf,2007,8,"Ireland"
Inf,2007,8,"Ireland"
Inf,2007,8,"Ireland"
Inf,2007,8,"Ireland"
Inf,2007,8,"Ireland"
Inf,2007,8,"United Kingdom of Great Britain and Northern Ireland"
Inf,2007,8,"United Kingdom of Great Britain and Northern Ireland"
Inf,2007,8,"United Kingdom of Great Britain and Northern Ireland"
Inf,2007,8,"Ireland"
Inf,2007,8,"United Kingdom of Great Britain and Northern Ireland"
Inf,2007,8,"Ireland"
Inf,2007,8,"Ireland"
Inf,2007,8,"United Kingdom of Great Britain and Northern Ireland"
Inf,2007,8,"United Kingdom of Great Britain and Northern Ireland"
Inf,2007,8,"United Kingdom of Great Britain and Northern Ireland"
Inf,2007,9,"United Kingdom of Great Britain and Northern Ireland"
Inf,2007,9,"United Kingdom of Great Britain and Northern Ireland"
Inf,2007,9,"United Kingdom of Great Britain and Northern Ireland"
Inf,2007,9,"Ireland"
Inf,2007,9,"United Kingdom of Great Britain and Northern Ireland"
Inf,2007,9,"United Kingdom of Great Britain and Northern Ireland"
Inf,2006,5,"United Kingdom of Great Britain and Northern Ireland"
Inf,2006,5,"United Kingdom of Great Britain and Northern Ireland"
Inf,2006,5,"United Kingdom of Great Britain and Northern Ireland"
Inf,2006,5,"United Kingdom of Great Britain and Northern Ireland"
Inf,2006,6,"United Kingdom of Great Britain and Northern Ireland"
Inf,2006,6,"United Kingdom of Great Britain and Northern Ireland"
Inf,2006,9,"United Kingdom of Great Britain and Northern Ireland"
Inf,2006,9,"United Kingdom of Great Britain and Northern Ireland"
Inf,2006,10,"United Kingdom of Great Britain and Northern Ireland"
Inf,2006,10,"United Kingdom of Great Britain and Northern Ireland"
Inf,2006,10,"United Kingdom of Great Britain and Northern Ireland"
Inf,2006,10,"United Kingdom of Great Britain and Northern Ireland"
Inf,2006,10,"United Kingdom of Great Britain and Northern Ireland"
Inf,2005,6,"United Kingdom of Great Britain and Northern Ireland"
Inf,2005,8,"United Kingdom of Great Britain and Northern Ireland"
Inf,2005,8,"United Kingdom of Great Britain and Northern Ireland"
Inf,2005,8,"United Kingdom of Great Britain and Northern Ireland"
Inf,2005,9,"United Kingdom of Great Britain and Northern Ireland"
Inf,2004,4,"United Kingdom of Great Britain and Northern Ireland"
Inf,2004,4,"United Kingdom of Great Britain and Northern Ireland"
Inf,2004,4,"United Kingdom of Great Britain and Northern Ireland"
Inf,2004,5,"United Kingdom of Great Britain and Northern Ireland"
Inf,2004,5,"United Kingdom of Great Britain and Northern Ireland"
Inf,2004,5,"United Kingdom of Great Britain and Northern Ireland"
Inf,2004,5,"United Kingdom of Great Britain and Northern Ireland"
Inf,2004,5,"United Kingdom of Great Britain and Northern Ireland"
Inf,2004,5,"United Kingdom of Great Britain and Northern Ireland"
Inf,2004,5,"United Kingdom of Great Britain and Northern Ireland"
Inf,2004,6,"United Kingdom of Great Britain and Northern Ireland"
Inf,2004,6,"United Kingdom of Great Britain and Northern Ireland"
Inf,2004,6,"United Kingdom of Great Britain and Northern Ireland"
Inf,2003,2,"United Kingdom of Great Britain and Northern Ireland"
Inf,2003,4,"United Kingdom of Great Britain and Northern Ireland"
Inf,2003,5,"United Kingdom of Great Britain and Northern Ireland"
Inf,2003,5,"United Kingdom of Great Britain and Northern Ireland"
Inf,2003,5,"United Kingdom of Great Britain and Northern Ireland"
Inf,2003,5,"United Kingdom of Great Britain and Northern Ireland"
Inf,2003,5,"United Kingdom of Great Britain and Northern Ireland"
Inf,2003,5,"United Kingdom of Great Britain and Northern Ireland"
Inf,2003,5,"United Kingdom of Great Britain and Northern Ireland"
Inf,2003,5,"United Kingdom of Great Britain and Northern Ireland"
Inf,2003,5,"United Kingdom of Great Britain and Northern Ireland"
Inf,2003,7,"United Kingdom of Great Britain and Northern Ireland"
Inf,2003,9,"United Kingdom of Great Britain and Northern Ireland"
Inf,2003,9,"United Kingdom of Great Britain and Northern Ireland"
Inf,2003,9,"United Kingdom of Great Britain and Northern Ireland"
Inf,2002,4,"United Kingdom of Great Britain and Northern Ireland"
Inf,2002,10,"United Kingdom of Great Britain and Northern Ireland"
Inf,2002,10,"United Kingdom of Great Britain and Northern Ireland"
Inf,2002,10,"United Kingdom of Great Britain and Northern Ireland"
Inf,2002,10,"United Kingdom of Great Britain and Northern Ireland"
Inf,2002,10,"United Kingdom of Great Britain and Northern Ireland"
Inf,2002,10,"United Kingdom of Great Britain and Northern Ireland"
Inf,2000,3,"United Kingdom of Great Britain and Northern Ireland"
Inf,2000,3,"United Kingdom of Great Britain and Northern Ireland"
Inf,2000,5,"United Kingdom of Great Britain and Northern Ireland"
Inf,2000,7,"Ireland"
Inf,2000,7,"United Kingdom of Great Britain and Northern Ireland"
Inf,2000,7,"Ireland"
Inf,2000,9,"United Kingdom of Great Britain and Northern Ireland"
Inf,2000,9,"United Kingdom of Great Britain and Northern Ireland"
Inf,1999,3,"United Kingdom of Great Britain and Northern Ireland"
Inf,1999,3,"United Kingdom of Great Britain and Northern Ireland"
Inf,1999,4,"Ireland"
Inf,1999,4,"Ireland"
Inf,1999,4,"Ireland"
Inf,1999,4,"Ireland"
Inf,1999,4,"United Kingdom of Great Britain and Northern Ireland"
Inf,1999,9,"United Kingdom of Great Britain and Northern Ireland"
Inf,1999,9,"United Kingdom of Great Britain and Northern Ireland"
Inf,1999,9,"United Kingdom of Great Britain and Northern Ireland"
Inf,1999,9,"United Kingdom of Great Britain and Northern Ireland"
Inf,1999,10,"United Kingdom of Great Britain and Northern Ireland"
Inf,1999,10,"United Kingdom of Great Britain and Northern Ireland"
Inf,1999,10,"United Kingdom of Great Britain and Northern Ireland"
Inf,1999,10,"United Kingdom of Great Britain and Northern Ireland"
Inf,1998,3,"France"
Inf,1998,3,"France"
Inf,1998,8,"United Kingdom of Great Britain and Northern Ireland"
Inf,1998,8,"United Kingdom of Great Britain and Northern Ireland"
Inf,1998,8,"United Kingdom of Great Britain and Northern Ireland"
Inf,1998,8,"United Kingdom of Great Britain and Northern Ireland"
Inf,1998,10,"United Kingdom of Great Britain and Northern Ireland"
Inf,1998,10,"United Kingdom of Great Britain and Northern Ireland"
Inf,1998,11,"United Kingdom of Great Britain and Northern Ireland"
Inf,1998,11,"United Kingdom of Great Britain and Northern Ireland"
Inf,1998,11,"United Kingdom of Great Britain and Northern Ireland"
Inf,1997,3,"United Kingdom of Great Britain and Northern Ireland"
Inf,1997,4,"United Kingdom of Great Britain and Northern Ireland"
Inf,1997,4,"Ireland"
Inf,1997,4,"Ireland"
Inf,1997,4,"Ireland"
Inf,1997,4,"Ireland"
Inf,1997,4,"Ireland"
Inf,1997,4,"Ireland"
Inf,1997,4,"Ireland"
Inf,1997,4,"United Kingdom of Great Britain and Northern Ireland"
Inf,1997,4,"United Kingdom of Great Britain and Northern Ireland"
Inf,1997,4,"United Kingdom of Great Britain and Northern Ireland"
Inf,1997,5,"United Kingdom of Great Britain and Northern Ireland"
Inf,1997,5,"United Kingdom of Great Britain and Northern Ireland"
Inf,1997,5,"United Kingdom of Great Britain and Northern Ireland"
Inf,1997,5,"United Kingdom of Great Britain and Northern Ireland"
Inf,1997,5,"United Kingdom of Great Britain and Northern Ireland"
Inf,1997,7,"United Kingdom of Great Britain and Northern Ireland"
Inf,1997,9,"United Kingdom of Great Britain and Northern Ireland"
Inf,1996,4,"United Kingdom of Great Britain and Northern Ireland"
Inf,1996,4,"United Kingdom of Great Britain and Northern Ireland"
Inf,1996,4,"United Kingdom of Great Britain and Northern Ireland"
Inf,1996,4,"United Kingdom of Great Britain and Northern Ireland"
Inf,1996,5,"United Kingdom of Great Britain and Northern Ireland"
Inf,1996,6,"United Kingdom of Great Britain and Northern Ireland"
Inf,1996,6,"United Kingdom of Great Britain and Northern Ireland"
Inf,1996,10,"Ireland"
Inf,1996,11,"United Kingdom of Great Britain and Northern Ireland"
Inf,1995,3,"United Kingdom of Great Britain and Northern Ireland"
Inf,1995,3,"United Kingdom of Great Britain and Northern Ireland"
Inf,1995,3,"United Kingdom of Great Britain and Northern Ireland"
Inf,1995,5,"United Kingdom of Great Britain and Northern Ireland"
Inf,1995,6,"United Kingdom of Great Britain and Northern Ireland"
Inf,1995,6,"United Kingdom of Great Britain and Northern Ireland"
Inf,1995,6,"United Kingdom of Great Britain and Northern Ireland"
Inf,1995,6,"United Kingdom of Great Britain and Northern Ireland"
Inf,1995,6,"United Kingdom of Great Britain and Northern Ireland"
Inf,1995,7,"United Kingdom of Great Britain and Northern Ireland"
Inf,1995,7,"United Kingdom of Great Britain and Northern Ireland"
Inf,1995,7,"United Kingdom of Great Britain and Northern Ireland"
Inf,1995,7,"United Kingdom of Great Britain and Northern Ireland"
